CustomerID,Country,PreferredCountry,Profession,Age,AgeBand,FamilySize,MaritalStatus,Education,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanDays,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerOrder,TotalQuantity,UniqueProductsPurchased,PreferredTimeOfDay,PreferredWeekday,PreferredPriceBand,PreferredBasketType,R_Score,F_Score,M_Score,RFM_Total,RFM_Score,Segment,SpendingBand,FrequencyBand
12360,Austria,Austria,Doctor,46,45-54,4,Widow,Postgrad,2011-05-23T09:43:00Z,2011-10-18T15:22:00Z,148.23541666666668,52.894444444444446,3,2662.06,887.3533333333334,388.3333333333333,1165,105,Morning,Tuesday,Mid,Medium Basket,3,3,5,11,335,Needs Attention,High Value,Occasional
12361,Belgium,Belgium,Doctor,50,45-54,5,Widow,Postgrad,2011-02-25T13:51:00Z,2011-02-25T13:51:00Z,0,287.9576388888889,1,189.9,189.9,91,91,10,Afternoon,Friday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
12362,Belgium,Belgium,Doctor,40,35-44,3,Widow,Postgrad,2011-02-17T10:30:00Z,2011-12-06T15:40:00Z,292.21527777777777,3.8819444444444446,10,5226.2300000000005,522.623,222.9,2229,201,Afternoon,Thursday,Mid,Medium Basket,1,5,5,11,155,At Risk,Premium Value,Frequent
12363,Unspecified,Unspecified,Pharmacist,40,35-44,3,Widow,Postgrad,2011-04-11T13:29:00Z,2011-08-22T10:18:00Z,132.8673611111111,110.10555555555555,2,552,276,204,408,23,Afternoon,Monday,Mid,Large Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
12364,Belgium,Belgium,Freelancer,34,25-34,3,Single,Undergrad,2011-08-19T15:24:00Z,2011-12-02T10:22:00Z,104.79027777777777,8.102777777777778,4,1313.1,328.275,376.5,1506,70,Afternoon,Friday,Low,Medium Basket,1,4,4,9,144,At Risk,Medium Value,Occasional
12365,Cyprus,Cyprus,Doctor,37,35-44,3,Widow,Postgrad,2011-02-21T13:51:00Z,2011-02-21T14:04:00Z,0.009027777777777779,291.9486111111111,2,641.38,320.69,87,174,22,Afternoon,Monday,Mid,Medium Basket,5,2,3,10,523,Potential Loyalists,Medium Value,Occasional
12367,Denmark,Denmark,Unknown,49,45-54,2,Married,Undergrad,2011-12-05T16:48:00Z,2011-12-05T16:48:00Z,0,4.834722222222222,1,168.9,168.9,173,173,11,Afternoon,Monday,Mid,Medium Basket,1,1,1,3,111,Lost,Low Value,One-Time
12370,Cyprus,Cyprus,Unknown,60,55+,2,Single,Postgrad,2010-12-14T12:58:00Z,2011-10-19T14:51:00Z,309.0784722222222,51.91597222222222,4,3545.69,886.4225,588.25,2353,143,Afternoon,Tuesday,Mid,Medium Basket,3,4,5,12,345,Loyal Customers,High Value,Occasional
12371,Switzerland,Switzerland,Pharmacist,52,45-54,3,Married,Postgrad,2011-10-11T10:43:00Z,2011-10-26T10:16:00Z,14.98125,45.106944444444444,2,1887.96,943.98,295.5,591,63,Morning,Tuesday,Mid,Medium Basket,3,2,4,9,324,Promising,Medium Value,Occasional
12372,Denmark,Denmark,Doctor,52,45-54,3,Widow,Postgrad,2011-02-16T12:46:00Z,2011-09-29T12:12:00Z,224.9763888888889,72.02638888888889,3,1298.04,432.68,264.6666666666667,794,34,Afternoon,Wednesday,Mid,Medium Basket,3,3,4,10,334,Needs Attention,Medium Value,Occasional
12373,Austria,Austria,Doctor,39,35-44,4,Married,Postgrad,2011-02-01T13:10:00Z,2011-02-01T13:10:00Z,0,311.9861111111111,1,364.6,364.6,197,197,14,Afternoon,Tuesday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
12374,Austria,Austria,Unknown,22,18-24,3,Single,Undergrad,2011-11-14T15:37:00Z,2011-11-14T15:37:00Z,0,25.884027777777778,1,742.93,742.93,342,342,33,Afternoon,Monday,Mid,Medium Basket,2,1,3,6,213,Big Spenders Lost,Medium Value,One-Time
12375,Finland,Finland,Unknown,18,18-24,2,Single,Undergrad,2011-09-02T14:23:00Z,2011-11-29T10:36:00Z,87.84236111111112,11.093055555555555,2,457.5,228.75,89,178,14,Afternoon,Friday,Mid,Medium Basket,1,2,2,5,122,Lost,Low Value,Occasional
12377,Switzerland,Switzerland,Pharmacist,40,35-44,3,Married,Postgrad,2010-12-20T09:37:00Z,2011-01-28T15:45:00Z,39.25555555555555,315.87847222222223,2,1628.1200000000001,814.0600000000001,472,944,72,Morning,Monday,Mid,Medium Basket,5,2,4,11,524,Potential Loyalists,Medium Value,Occasional
12378,Switzerland,Switzerland,Doctor,34,25-34,3,Married,Postgrad,2011-08-02T10:34:00Z,2011-08-02T10:34:00Z,0,130.09444444444443,1,4008.62,4008.62,2529,2529,219,Morning,Tuesday,Mid,Medium Basket,4,1,5,10,415,Promising,High Value,One-Time
12379,Belgium,Belgium,Pharmacist,34,25-34,5,Married,Postgrad,2011-06-22T16:32:00Z,2011-09-19T10:09:00Z,88.73402777777778,82.11180555555555,2,852.24,426.12,203.5,407,39,Afternoon,Monday,Mid,Medium Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
12380,Belgium,Belgium,Doctor,52,45-54,4,Married,Postgrad,2011-06-07T09:49:00Z,2011-11-18T11:27:00Z,164.06805555555556,22.05763888888889,4,2724.81,681.2025,281.75,1127,77,Morning,Friday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Occasional
12381,Norway,Norway,Pharmacist,37,35-44,4,Widow,Postgrad,2011-08-12T09:57:00Z,2011-12-05T12:44:00Z,115.11597222222223,5.004166666666666,5,1845.31,369.062,161.6,808,70,Morning,Friday,Mid,Medium Basket,1,4,4,9,144,At Risk,Medium Value,Occasional
12383,Belgium,Belgium,Pharmacist,42,35-44,5,Married,Postgrad,2010-12-22T14:28:00Z,2011-06-08T08:02:00Z,167.73194444444445,185.2,5,1850.56,370.11199999999997,306.4,1532,84,Afternoon,Wednesday,Mid,Medium Basket,5,4,4,13,544,Champions,Medium Value,Occasional
12384,Switzerland,Switzerland,Doctor,34,25-34,3,Widow,Postgrad,2011-08-10T11:23:00Z,2011-11-11T08:39:00Z,92.8861111111111,29.174305555555556,2,585.27,292.635,63,126,26,Morning,Wednesday,Mid,Small Basket,2,2,3,7,223,Big Spenders Lost,Medium Value,Occasional
12386,Australia,Australia,Doctor,45,45-54,3,Married,Postgrad,2010-12-08T09:53:00Z,2011-01-06T12:37:00Z,29.113888888888887,338.00902777777776,2,401.9,200.95,177,354,10,Morning,Wednesday,Mid,Large Basket,5,2,2,9,522,Potential Loyalists,Low Value,Occasional
12388,Australia,Australia,Unknown,39,35-44,4,Divorced,Postgrad,2011-01-17T11:12:00Z,2011-11-24T12:30:00Z,311.0541666666667,16.01388888888889,6,2780.6600000000003,463.4433333333334,243.66666666666666,1462,57,Afternoon,Thursday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Frequent
12390,Belgium,Belgium,Doctor,44,35-44,5,Widow,Postgrad,2011-09-21T09:33:00Z,2011-09-21T09:33:00Z,0,80.13680555555555,1,549.84,549.84,353,353,32,Morning,Wednesday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
12391,Cyprus,Cyprus,Pharmacist,54,45-54,5,Widow,Postgrad,2011-11-18T12:07:00Z,2011-11-18T12:07:00Z,0,22.02986111111111,1,460.89,460.89,300,300,92,Afternoon,Friday,Mid,Single Item,2,1,2,5,212,Lost,Low Value,One-Time
12393,Australia,Australia,Doctor,52,45-54,4,Married,Postgrad,2011-01-11T09:47:00Z,2011-09-28T15:41:00Z,260.24583333333334,72.88125,4,1582.6000000000001,395.65000000000003,204,816,47,Morning,Wednesday,Mid,Medium Basket,4,4,4,12,444,Champions,Medium Value,Occasional
12394,Belgium,Belgium,Pharmacist,37,35-44,5,Widow,Postgrad,2011-05-06T14:01:00Z,2011-10-07T08:08:00Z,153.7548611111111,64.19583333333334,2,1272.48,636.24,409.5,819,26,Afternoon,Friday,Mid,Medium Basket,3,2,4,9,324,Promising,Medium Value,Occasional
12395,Belgium,Belgium,Unknown,34,25-34,1,Divorced,Undergrad,2010-12-03T16:35:00Z,2011-11-20T15:21:00Z,351.9486111111111,19.895138888888887,12,3018.63,251.5525,176.5,2118,91,Afternoon,Friday,Mid,Medium Basket,2,5,5,12,255,At Risk,High Value,Frequent
12397,Belgium,Belgium,Pharmacist,30,25-34,5,Widow,Postgrad,2011-07-27T14:21:00Z,2011-11-04T09:52:00Z,99.81319444444445,36.12361111111111,2,2409.9,1204.95,631.5,1263,110,Afternoon,Wednesday,Mid,Medium Basket,3,2,5,10,325,Promising,High Value,Occasional
12398,Switzerland,Switzerland,Doctor,39,35-44,4,Married,Postgrad,2011-10-25T10:27:00Z,2011-10-25T10:27:00Z,0,46.09930555555555,1,1635.66,1635.66,1394,1394,85,Morning,Tuesday,Mid,Medium Basket,3,1,4,8,314,Promising,Medium Value,One-Time
12399,Belgium,Belgium,Pharmacist,31,25-34,5,Married,Postgrad,2011-03-23T09:42:00Z,2011-08-12T13:15:00Z,142.14791666666667,119.98263888888889,4,1108.65,277.1625,294.5,1178,47,Morning,Tuesday,Low,Medium Basket,4,4,4,12,444,Champions,Medium Value,Occasional
12401,Belgium,Belgium,Engineer,27,25-34,2,Divorced,Undergrad,2011-02-09T13:50:00Z,2011-02-09T13:50:00Z,0,303.9583333333333,1,84.3,84.3,11,11,5,Afternoon,Wednesday,High,Small Basket,5,1,1,7,511,Promising,Low Value,One-Time
12402,Belgium,Belgium,Doctor,32,25-34,4,Married,Postgrad,2011-01-20T13:49:00Z,2011-01-20T13:49:00Z,0,323.9590277777778,1,225.6,225.6,94,94,11,Afternoon,Thursday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
12403,Denmark,Denmark,Unknown,65,55+,1,Married,Undergrad,2011-10-21T10:51:00Z,2011-10-21T10:51:00Z,0,50.08263888888889,1,427.7,427.7,96,96,5,Morning,Friday,Mid,Large Basket,3,1,2,6,312,Promising,Low Value,One-Time
12405,Finland,Finland,Pharmacist,51,45-54,3,Married,Postgrad,2011-07-14T08:52:00Z,2011-07-14T08:52:00Z,0,149.1652777777778,1,1710.39,1710.39,857,857,54,Morning,Thursday,Mid,Medium Basket,4,1,4,9,414,Promising,Medium Value,One-Time
12406,Denmark,Denmark,Doctor,50,45-54,3,Widow,Postgrad,2011-06-09T10:23:00Z,2011-11-17T19:22:00Z,161.37430555555557,22.727777777777778,2,3415.3,1707.65,909,1818,92,Evening,Thursday,Mid,Medium Basket,2,2,5,9,225,Big Spenders Lost,High Value,Occasional
12407,Belgium,Belgium,Artist,19,18-24,2,Single,Undergrad,2011-03-20T13:21:00Z,2011-10-21T10:11:00Z,214.86805555555554,50.110416666666666,5,1708.12,341.62399999999997,283.2,1416,57,Morning,Wednesday,Mid,Medium Basket,3,4,4,11,344,Loyal Customers,Medium Value,Occasional
12408,Belgium,Belgium,Pharmacist,53,45-54,3,Married,Postgrad,2011-03-24T14:46:00Z,2011-11-07T12:27:00Z,227.90347222222223,33.015972222222224,5,2888.55,577.71,281.8,1409,81,Afternoon,Friday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Occasional
12409,Switzerland,Switzerland,Unknown,43,35-44,5,Single,Undergrad,2011-06-10T12:19:00Z,2011-09-22T10:38:00Z,103.92986111111111,79.09166666666667,3,11072.67,3690.89,1850.3333333333333,5551,91,Afternoon,Friday,Mid,Large Basket,4,3,5,12,435,Potential Loyalists,Premium Value,Occasional
12410,Switzerland,Switzerland,Doctor,45,45-54,4,Married,Postgrad,2011-02-04T10:38:00Z,2011-02-04T10:39:00Z,6.944444444444445e-4,309.0909722222222,2,693.33,346.665,105.5,211,26,Morning,Friday,Mid,Small Basket,5,2,3,10,523,Potential Loyalists,Medium Value,Occasional
12412,Denmark,Denmark,Doctor,35,35-44,4,Married,Postgrad,2011-06-23T13:51:00Z,2011-09-26T10:16:00Z,94.85069444444444,75.10694444444445,3,1226.88,408.96000000000004,276.3333333333333,829,43,Morning,Monday,Mid,Medium Basket,4,3,4,11,434,Potential Loyalists,Medium Value,Occasional
12413,France,France,Pharmacist,45,45-54,3,Widow,Postgrad,2011-01-06T16:12:00Z,2011-10-04T09:00:00Z,270.7,67.15972222222223,3,758.1,252.70000000000002,95.33333333333333,286,29,Afternoon,Thursday,Mid,Medium Basket,3,3,3,9,333,Needs Attention,Medium Value,Occasional
12414,Austria,Austria,Business,33,25-34,4,Married,Undergrad,2011-02-02T14:51:00Z,2011-05-06T14:51:00Z,93,217.91597222222222,3,562.41,187.47,100,300,16,Afternoon,Wednesday,Mid,Medium Basket,5,3,3,11,533,Potential Loyalists,Medium Value,Occasional
12415,Australia,Australia,Doctor,47,45-54,5,Married,Postgrad,2011-01-06T11:12:00Z,2011-11-15T14:22:00Z,313.13194444444446,24.93611111111111,21,124914.53,5948.310952380953,3684.4761904761904,77374,444,Morning,Wednesday,Mid,Large Basket,2,5,5,12,255,At Risk,Premium Value,Highly Frequent
12417,Belgium,Belgium,Doctor,50,45-54,4,Married,Postgrad,2010-12-17T11:51:00Z,2011-12-06T14:52:00Z,354.12569444444443,3.915277777777778,9,3649.1,405.4555555555555,172.44444444444446,1552,158,Afternoon,Thursday,Mid,Small Basket,1,5,5,11,155,At Risk,High Value,Frequent
12418,Switzerland,Switzerland,Pharmacist,30,25-34,5,Married,Postgrad,2011-08-19T11:08:00Z,2011-08-19T11:08:00Z,0,113.07083333333334,1,668.58,668.58,407,407,34,Morning,Friday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
12420,Cyprus,Cyprus,Pharmacist,38,35-44,3,Married,Postgrad,2011-10-07T08:55:00Z,2011-10-07T08:55:00Z,0,64.16319444444444,1,600.39,600.39,345,345,29,Morning,Friday,Mid,Small Basket,3,1,3,7,313,Promising,Medium Value,One-Time
12421,Spain,Spain,Unknown,57,55+,5,Single,Undergrad,2011-01-24T15:09:00Z,2011-11-24T09:07:00Z,303.74861111111113,16.15486111111111,4,807.04,201.76,121,484,32,Afternoon,Sunday,Mid,Medium Basket,2,4,3,9,243,At Risk,Medium Value,Occasional
12422,Australia,Australia,Doctor,34,25-34,4,Widow,Postgrad,2011-01-19T09:13:00Z,2011-09-05T09:48:00Z,229.02430555555554,96.12638888888888,3,803.5600000000001,267.85333333333335,123.33333333333333,370,39,Morning,Friday,Mid,Medium Basket,4,3,3,10,433,Potential Loyalists,Medium Value,Occasional
12423,Belgium,Belgium,Pharmacist,49,45-54,4,Married,Postgrad,2010-12-21T10:54:00Z,2011-12-09T10:10:00Z,352.96944444444443,1.1111111111111112,8,1859.31,232.41375,167.375,1339,97,Morning,Monday,Mid,Medium Basket,1,5,4,10,154,At Risk,Medium Value,Frequent
12424,Australia,Australia,Doctor,51,45-54,5,Married,Postgrad,2011-06-30T12:06:00Z,2011-06-30T12:06:00Z,0,163.03055555555557,2,1760.96,880.48,370,740,30,Afternoon,Thursday,Mid,Large Basket,4,2,4,10,424,Potential Loyalists,Medium Value,Occasional
12425,Portugal,Portugal,Pharmacist,44,35-44,4,Widow,Postgrad,2011-09-22T17:31:00Z,2011-09-22T17:31:00Z,0,78.80486111111111,1,777.2,777.2,496,496,36,Evening,Thursday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
12426,Germany,Germany,Doctor,31,25-34,3,Married,Postgrad,2011-05-29T12:26:00Z,2011-05-29T12:26:00Z,0,195.01666666666668,1,582.73,582.73,258,258,30,Afternoon,Sunday,Mid,Medium Basket,5,1,3,9,513,Promising,Medium Value,One-Time
12427,Germany,Germany,Pharmacist,30,25-34,3,Married,Postgrad,2010-12-03T10:44:00Z,2011-11-18T08:56:00Z,349.925,22.1625,3,825.8,275.26666666666665,177.66666666666666,533,26,Morning,Friday,Mid,Medium Basket,2,3,3,8,233,At Risk,Medium Value,Occasional
12428,Finland,Finland,Pharmacist,44,35-44,3,Widow,Postgrad,2011-03-01T09:33:00Z,2011-11-14T08:22:00Z,257.9506944444444,26.18611111111111,9,7956.46,884.0511111111111,392.8888888888889,3536,258,Morning,Tuesday,Mid,Medium Basket,2,5,5,12,255,At Risk,Premium Value,Frequent
12429,Denmark,Denmark,Pharmacist,54,45-54,3,Married,Postgrad,2010-12-09T12:05:00Z,2011-11-30T17:22:00Z,356.22013888888887,9.811111111111112,4,3750.4,937.6,389.25,1557,82,Afternoon,Monday,Mid,Medium Basket,1,4,5,10,145,At Risk,High Value,Occasional
12430,Norway,Norway,Doctor,43,35-44,3,Widow,Postgrad,2011-10-27T15:09:00Z,2011-10-27T15:09:00Z,0,43.90347222222222,1,256.4,256.4,117,117,11,Afternoon,Thursday,Mid,Medium Basket,3,1,2,6,312,Promising,Low Value,One-Time
12431,Australia,Australia,Pharmacist,42,35-44,3,Married,Postgrad,2010-12-01T10:03:00Z,2011-11-04T11:55:00Z,338.0777777777778,36.03819444444444,15,6487.45,432.49666666666667,193.73333333333332,2906,163,Morning,Thursday,Mid,Medium Basket,3,5,5,13,355,Loyal Customers,Premium Value,Frequent
12432,Norway,Norway,Pharmacist,32,25-34,4,Widow,Postgrad,2011-06-20T13:27:00Z,2011-10-28T11:43:00Z,129.92777777777778,43.046527777777776,5,5059.32,1011.8639999999999,360.2,1801,107,Afternoon,Monday,Mid,Medium Basket,3,4,5,12,345,Loyal Customers,Premium Value,Occasional
12433,Norway,Norway,Unknown,22,18-24,3,Married,Postgrad,2010-12-01T13:24:00Z,2011-12-09T10:02:00Z,372.8597222222222,1.1166666666666667,7,13375.87,1910.8385714285716,1581.5714285714287,11071,219,Afternoon,Wednesday,Mid,Large Basket,1,5,5,11,155,At Risk,Premium Value,Frequent
12434,Australia,Australia,Doctor,49,45-54,3,Widow,Postgrad,2011-03-24T13:05:00Z,2011-09-16T12:38:00Z,175.98125,85.00833333333334,2,806.14,403.07,197,394,46,Afternoon,Friday,Mid,Medium Basket,4,2,3,9,423,Potential Loyalists,Medium Value,Occasional
12435,Denmark,Denmark,Pharmacist,46,45-54,5,Married,Postgrad,2011-03-17T07:40:00Z,2011-09-21T09:06:00Z,188.05972222222223,80.15555555555555,2,7829.89,3914.945,1027.5,2055,31,Morning,Thursday,Mid,Large Basket,4,2,5,11,425,Potential Loyalists,Premium Value,Occasional
12436,Norway,Norway,Pharmacist,33,25-34,4,Widow,Postgrad,2011-09-01T12:09:00Z,2011-09-01T12:09:00Z,0,100.02847222222222,1,509.01,509.01,211,211,16,Afternoon,Thursday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
12437,France,France,Pharmacist,44,35-44,5,Married,Postgrad,2011-01-12T14:13:00Z,2011-12-08T11:35:00Z,329.8902777777778,2.0520833333333335,18,4951.41,275.0783333333333,162.33333333333334,2922,118,Afternoon,Wednesday,Mid,Medium Basket,1,5,5,11,155,At Risk,High Value,Highly Frequent
12438,Norway,Norway,Pharmacist,40,35-44,3,Married,Postgrad,2011-07-22T13:29:00Z,2011-11-25T13:28:00Z,125.99930555555555,14.973611111111111,2,2906.85,1453.425,590,1180,84,Afternoon,Friday,Mid,Medium Basket,2,2,5,9,225,Big Spenders Lost,High Value,Occasional
12441,France,France,Pharmacist,43,35-44,5,Widow,Postgrad,2010-12-08T10:45:00Z,2010-12-08T10:45:00Z,0,367.08680555555554,1,173.55,173.55,121,121,11,Morning,Wednesday,Mid,Medium Basket,5,1,1,7,511,Promising,Low Value,One-Time
12442,Spain,Spain,Pharmacist,31,25-34,3,Widow,Postgrad,2011-12-06T14:22:00Z,2011-12-06T14:22:00Z,0,3.936111111111111,1,172.06,172.06,182,182,12,Afternoon,Tuesday,Low,Medium Basket,1,1,1,3,111,Lost,Low Value,One-Time
12444,Norway,Norway,Doctor,36,35-44,3,Married,Postgrad,2011-06-21T14:00:00Z,2011-11-18T13:23:00Z,149.97430555555556,21.977083333333333,5,5005.46,1001.092,230.6,1153,138,Afternoon,Tuesday,Mid,Medium Basket,2,4,5,11,245,At Risk,Premium Value,Occasional
12445,Spain,Spain,Unknown,35,35-44,5,Divorced,Postgrad,2011-11-17T18:43:00Z,2011-11-17T18:43:00Z,0,22.75486111111111,1,133.4,133.4,62,62,4,Evening,Thursday,Mid,Large Basket,2,1,1,4,211,Lost,Low Value,One-Time
12446,Rsa,Rsa,Pharmacist,41,35-44,3,Married,Postgrad,2011-10-13T12:50:00Z,2011-10-13T12:50:00Z,0,58,1,1002.3100000000001,1002.3100000000001,351,351,57,Afternoon,Thursday,Mid,Medium Basket,3,1,4,8,314,Promising,Medium Value,One-Time
12447,Belgium,Belgium,Pharmacist,54,45-54,5,Widow,Postgrad,2011-04-10T13:25:00Z,2011-04-10T13:25:00Z,0,243.97569444444446,1,476.49,476.49,190,190,26,Afternoon,Sunday,Mid,Medium Basket,5,1,2,8,512,Promising,Low Value,One-Time
12448,Spain,Spain,Pharmacist,46,45-54,3,Married,Postgrad,2011-10-26T13:46:00Z,2011-10-26T13:46:00Z,0,44.96111111111111,1,449.45,449.45,243,243,22,Afternoon,Wednesday,Mid,Medium Basket,3,1,2,6,312,Promising,Low Value,One-Time
12449,Belgium,Belgium,Pharmacist,37,35-44,3,Widow,Postgrad,2011-06-05T15:37:00Z,2011-11-17T13:46:00Z,164.92291666666668,22.961111111111112,4,4067.29,1016.8225,388.25,1553,118,Afternoon,Thursday,Mid,Medium Basket,2,4,5,11,245,At Risk,High Value,Occasional
12450,Spain,Spain,Pharmacist,50,45-54,4,Widow,Postgrad,2011-06-19T14:36:00Z,2011-07-06T14:41:00Z,17.00347222222222,156.92291666666668,2,197.88,98.94,64,128,7,Afternoon,Sunday,Mid,Medium Basket,4,2,1,7,421,Promising,Low Value,Occasional
12451,Switzerland,Switzerland,Doctor,36,35-44,4,Widow,Postgrad,2011-01-19T09:05:00Z,2011-11-29T08:40:00Z,313.9826388888889,11.17361111111111,5,9035.52,1807.104,1315,6575,265,Morning,Wednesday,Mid,Medium Basket,1,4,5,10,145,At Risk,Premium Value,Occasional
12452,Switzerland,Switzerland,Doctor,43,35-44,3,Widow,Postgrad,2011-11-23T08:05:00Z,2011-11-23T10:28:00Z,0.09930555555555555,17.09861111111111,2,430.57,215.285,92.5,185,21,Morning,Wednesday,Mid,Medium Basket,2,2,2,6,222,Lost,Low Value,Occasional
12453,Austria,Austria,Pharmacist,30,25-34,5,Married,Postgrad,2011-07-28T14:08:00Z,2011-07-28T14:08:00Z,0,134.94583333333333,1,707.09,707.09,473,473,43,Afternoon,Thursday,Mid,Medium Basket,4,1,3,8,413,Promising,Medium Value,One-Time
12454,Spain,Spain,Unknown,54,45-54,3,Married,Postgrad,2011-10-14T17:13:00Z,2011-10-14T17:13:00Z,0,56.81736111111111,1,3528.3399999999997,3528.3399999999997,1006,1006,15,Evening,Friday,High,Large Basket,3,1,5,9,315,Promising,High Value,One-Time
12455,Cyprus,Cyprus,Pharmacist,44,35-44,4,Widow,Postgrad,2011-02-16T09:56:00Z,2011-09-27T15:31:00Z,223.23263888888889,73.88819444444445,6,2466.86,411.1433333333334,348.1666666666667,2089,85,Morning,Wednesday,Mid,Medium Basket,4,4,5,13,445,Champions,High Value,Frequent
12456,Switzerland,Switzerland,Artist,28,25-34,2,Single,Undergrad,2011-03-30T09:12:00Z,2011-10-26T14:41:00Z,210.22847222222222,44.922916666666666,3,3181.04,1060.3466666666666,544.3333333333334,1633,105,Afternoon,Wednesday,Mid,Medium Basket,3,3,5,11,335,Needs Attention,High Value,Occasional
